id,,,W-L%,SRS,SOS,Conf WL,Home WL,Away WL,Points del,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1153,56,Cincinnati NCAA,0.833,18.43,5.49,0.875,1,0.5,0.565533981,0.903426791,0.790375204,0.803646031,0.458,0.661654135,0.646362098,0.346,0.67816092,0.702040816,0.686,0.693650794,0.7597254,0.722438392,0.703504043,0.697580645,0.612903226,0.704856787
1154,57,Citadel,0.364,-12.86,-2.93,-0.625,0,-0.9,-0.190533981,0.831775701,0.799347471,0.895176605,0.416,0.994987469,0.985617597,0.341,0.872126437,0.818367347,0.757,0.711111111,0.704805492,0.727626459,0.824797844,0.342741935,0.803056027,0.917808219
1155,58,Clemson,0.515,13.22,9.98,-0.375,0.277777778,-0.4,0.129854369,0.825545171,0.710440457,0.736422332,0.449,0.598997494,0.565989848,0.357,0.699712644,0.679591837,0.731,0.579365079,0.643020595,0.536964981,0.633423181,0.524193548,0.601018676,0.623910336
1156,59,Cleveland State,0.29,-6.73,-1.53,-0.5,-0.055555556,-1.2,-0.16868932,0.785046729,0.60766721,0.698063046,0.405,0.54887218,0.599830795,0.309,0.537356322,0.552040816,0.691,0.538095238,0.585812357,0.424124514,0.595687332,0.379032258,0.687606112,0.792029888
1157,60,Coastal Carolina,0.513,-3.94,-1.48,0.125,0.5,-0.9,-0.030339806,0.978193146,0.83278956,0.917584504,0.423,0.796992481,0.814720812,0.33,0.679597701,0.733673469,0.658,0.761904762,0.898741419,0.605706874,0.638814016,0.439516129,0.862478778,0.882938979
1159,61,Colgate,0.313,-8.47,-3.6,-0.125,-0.222222222,-0.6,-0.155339806,0.813084112,0.60766721,0.642992784,0.44,0.679197995,0.61928934,0.37,0.551724138,0.578571429,0.677,0.417460317,0.593249428,0.536964981,0.442048518,0.330645161,0.797962649,0.750933998
1158,62,College of Charleston,0.714,3.99,-0.19,0.625,0.555555556,0.5,0.189320388,0.875389408,0.655791191,0.707178124,0.432,0.551378446,0.566835871,0.328,0.844827586,0.815306122,0.736,0.479365079,0.683066362,0.460440986,0.522911051,0.471774194,0.617996604,0.752179328
1161,63,Colorado State,0.667,6.03,2.17,0.5,0.555555556,0.2,0.199029126,0.897196262,0.716965742,0.786175465,0.425,0.644110276,0.641285956,0.339,0.856321839,0.831632653,0.731,0.649206349,0.78604119,0.514915694,0.587601078,0.495967742,0.665534805,0.769613948
1160,64,Colorado,0.559,9.12,6,-0.125,0.5,-0.5,0.137135922,0.853582555,0.724306688,0.756931257,0.446,0.626566416,0.607445008,0.348,0.778735632,0.785714286,0.704,0.63968254,0.729977117,0.614785992,0.46361186,0.588709677,0.696095076,0.787048568
1162,65,Columbia,0.407,-5.67,-3.13,-0.25,0.055555556,-0.6,-0.029126214,0.679127726,0.57096248,0.608811242,0.437,0.528822055,0.494077834,0.361,0.472701149,0.474489796,0.708,0.433333333,0.538329519,0.542153048,0.51212938,0.318548387,0.589134126,0.630136986
1163,66,Connecticut,0.485,7.23,6.61,0,0.111111111,-0.4,0.037621359,0.828660436,0.634584013,0.687048994,0.43,0.558897243,0.531302876,0.355,0.63362069,0.631632653,0.712,0.533333333,0.691647597,0.560311284,0.393530997,0.713709677,0.682512733,0.716064757
1164,67,Coppin State,0.25,-21.51,-8.01,-0.125,-0.055555556,-1.3,-0.487864078,0.803738318,0.575040783,0.701101405,0.382,0.563909774,0.598984772,0.318,0.695402299,0.760204082,0.65,0.582539683,0.637871854,0.434500649,0.490566038,0.290322581,0.747028862,0.826899128
1165,68,Cornell,0.276,-8.4,-1.55,-0.375,-0.277777778,-0.8,-0.199029126,0.725856698,0.608482871,0.625142423,0.453,0.611528822,0.609137056,0.339,0.485632184,0.493877551,0.698,0.347619048,0.558352403,0.540856031,0.404312668,0.314516129,0.711375212,0.658779577
1166,69,Creighton NCAA,0.714,17.27,8.95,0.125,0.5,0.3,0.382281553,0.872274143,0.879282219,0.811621724,0.504,0.761904762,0.648054146,0.397,0.58045977,0.604081633,0.682,0.458730159,0.699656751,0.775616083,0.574123989,0.411290323,0.738539898,0.724782067
1171,70,Dartmouth,0.259,-11.15,-3.45,-0.375,-0.333333333,-0.7,-0.252427184,0.676012461,0.514681892,0.555639954,0.431,0.498746867,0.478003384,0.352,0.504310345,0.505102041,0.709,0.395238095,0.524599542,0.390402075,0.334231806,0.193548387,0.680814941,0.613947696
1172,71,Davidson,0.531,6.45,4.26,-0.125,0.166666667,-0.2,0.084951456,0.803738318,0.663947798,0.706798329,0.437,0.731829574,0.724196277,0.341,0.635057471,0.598979592,0.753,0.452380952,0.657322654,0.647211414,0.4393531,0.427419355,0.662139219,0.726027397
1173,72,Dayton NCAA,0.75,12.98,4.27,0.75,0.777777778,0.4,0.366504854,0.800623053,0.668841762,0.669578428,0.465,0.646616541,0.567681895,0.385,0.761494253,0.783673469,0.69,0.43968254,0.627574371,0.648508431,0.67115903,0.516129032,0.638370119,0.748443337
1174,73,Delaware State,0.313,-18.81,-9.37,-0.125,-0.166666667,-0.8,-0.258495146,0.806853583,0.637846656,0.708317509,0.419,0.65914787,0.615059222,0.362,0.515804598,0.556122449,0.659,0.552380952,0.604691076,0.556420233,0.477088949,0.358870968,0.740237691,0.757160648
1175,74,Delaware,0.394,-9.97,-1.42,-0.5,0.222222222,-0.9,-0.27184466,0.825545171,0.632137031,0.698063046,0.422,0.49122807,0.543993232,0.305,0.590517241,0.61122449,0.686,0.511111111,0.663043478,0.499351492,0.474393531,0.411290323,0.672325976,0.778331258
1176,75,Denver,0.533,-2.99,-4.19,0,0.166666667,-0.1,0.04368932,0.753894081,0.661500816,0.63957463,0.482,0.558897243,0.469543147,0.402,0.614942529,0.594897959,0.734,0.433333333,0.605263158,0.586251621,0.404312668,0.258064516,0.685908319,0.750933998
1177,76,DePaul,0.281,2.09,7.78,-0.875,-0.111111111,-0.8,-0.220873786,0.800623053,0.632137031,0.685150019,0.43,0.461152882,0.47715736,0.326,0.67816092,0.655102041,0.735,0.538095238,0.604691076,0.474708171,0.574123989,0.370967742,0.765704584,0.790784558
1178,77,Detroit Mercy,0.258,-10.72,-1.62,-0.375,-0.222222222,-1,-0.294902913,0.781931464,0.676998369,0.709077098,0.445,0.629072682,0.57106599,0.372,0.683908046,0.731632653,0.664,0.507936508,0.592677346,0.516212711,0.547169811,0.314516129,0.765704584,0.922789539
1179,78,Drake,0.226,-4.71,1.91,-0.5,-0.166666667,-1,-0.220873786,0.781931464,0.619902121,0.704899354,0.409,0.676691729,0.661590525,0.345,0.600574713,0.564285714,0.756,0.493650794,0.612128146,0.523994812,0.506738544,0.302419355,0.660441426,0.701120797
1180,79,Drexel,0.281,-7.43,-2.56,-0.75,-0.166666667,-1,-0.134708738,0.809968847,0.705546493,0.754652488,0.435,0.64160401,0.626903553,0.345,0.590517241,0.629591837,0.666,0.601587302,0.673340961,0.609597925,0.504043127,0.39516129,0.721561969,0.801992528
1181,80,Duke NCAA,0.757,21.56,10.91,0.25,0.777777778,-0.2,0.47815534,0.92211838,0.831158238,0.814280289,0.475,0.779448622,0.695431472,0.378,0.922413793,0.859183673,0.762,0.619047619,0.767162471,0.627756161,0.60916442,0.693548387,0.714770798,0.840597758
1182,81,Duquesne,0.313,-3.06,0.69,-0.75,-0.111111111,-0.9,-0.145631068,0.797507788,0.640293638,0.696923661,0.428,0.56641604,0.572758037,0.334,0.66091954,0.693877551,0.676,0.544444444,0.667620137,0.520103761,0.423180593,0.512096774,0.770797963,0.738480697
1187,82,East Carolina,0.455,-0.49,1.33,-0.375,0.388888889,-1,-0.072815534,0.822429907,0.584013051,0.682491455,0.398,0.536340852,0.565143824,0.32,0.635057471,0.686734694,0.657,0.587301587,0.71624714,0.511024643,0.452830189,0.689516129,0.779286927,0.684931507
1190,83,East Tennessee State NCAA,0.771,7.31,-2.11,0.625,0.611111111,0.3,0.417475728,0.881619938,0.783034258,0.747056589,0.488,0.664160401,0.586294416,0.382,0.857758621,0.867346939,0.702,0.566666667,0.72597254,0.6692607,0.789757412,0.653225806,0.881154499,0.869240349
1183,84,Eastern Illinois,0.483,-5.35,-5.05,-0.25,0.111111111,-0.3,0.104368932,0.744548287,0.629690049,0.703380175,0.417,0.649122807,0.588832487,0.372,0.525862069,0.51122449,0.731,0.552380952,0.618421053,0.575875486,0.533692722,0.47983871,0.628183362,0.696139477
1184,85,Eastern Kentucky,0.387,-8.65,-2.44,-0.375,0.111111111,-0.9,-0.161407767,0.788161994,0.611745514,0.665020889,0.428,0.588972431,0.620135364,0.321,0.663793103,0.668367347,0.705,0.453968254,0.582379863,0.547341115,0.498652291,0.455645161,0.73344652,0.770859278
1185,86,Eastern Michigan,0.485,-0.18,0.16,-0.25,0.222222222,-0.5,0.190533981,0.828660436,0.748776509,0.777060387,0.449,0.528822055,0.521150592,0.343,0.745689655,0.730612245,0.725,0.666666667,0.687070938,0.57457847,0.854447439,0.580645161,0.677419355,0.876712329
1186,87,Eastern Washington,0.647,-2.77,-4.43,0.5,0.777777778,-0.4,0.125,0.878504673,0.772430669,0.750094949,0.479,0.704260652,0.626903553,0.379,0.747126437,0.68877551,0.77,0.49047619,0.684210526,0.546044099,0.425876011,0.653225806,0.704584041,0.845579078
1189,88,Elon,0.563,0.24,-1.39,0.125,0.333333333,-0.2,0.134708738,0.816199377,0.693311582,0.725788074,0.445,0.771929825,0.734348562,0.355,0.567528736,0.58877551,0.685,0.461904762,0.691647597,0.604409857,0.444743935,0.294354839,0.634974533,0.662515567
1191,89,Evansville,0.485,1.45,2.42,-0.375,0.5,-0.7,0.03276699,0.831775701,0.652528548,0.669198633,0.454,0.318295739,0.29357022,0.366,0.806034483,0.803061224,0.713,0.473015873,0.649885584,0.573281453,0.46361186,0.399193548,0.660441426,0.820672478
1193,90,Fairfield,0.516,-4.75,-3.85,0.125,0.055555556,0,-0.033980583,0.778816199,0.670473083,0.706038739,0.442,0.656641604,0.661590525,0.335,0.495689655,0.516326531,0.682,0.436507937,0.637871854,0.601815824,0.447439353,0.370967742,0.706281834,0.706102117
